
Helsinki is the capital city of Finland.,"Finland is known for its saunas, design, and Northern Lights.",0,,,,,,,,,,,,,,,,,,,,,,,
"The Hungarian Parliament Building is a famous landmark in Budapest, Hungary.",Hungary is famous for its thermal baths and goulash.,0,,,,,,,,,,,,,,,,,,,,,,,
The Wawel Royal Castle and the Wawel Hill on which it sits constitute the most historically and culturally significant site in Poland.,Poland is a country with a rich history and culture.,0,,,,,,,,,,,,,,,,,,,,,,,
"Oktoberfest is an annual festival held in Munich, Germany.",Germany is known for its engineering and technology.,0,,,,,,,,,,,,,,,,,,,,,,,
The Leaning Tower of Pisa is a famous landmark in Italy.,Italy has a rich history of art and architecture.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Running of the Bulls is an annual event held in Pamplona, Spain.",Spain is known for its vibrant culture and music.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Louvre is one of the world's largest museums, located in Paris.",France is famous for its cuisine and wine.,0,,,,,,,,,,,,,,,,,,,,,,,
The Acropolis of Athens is an ancient citadel located on a rocky outcrop above the city of Athens.,Greece has a rich mythology and history.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Tower of Belem is a famous historical landmark located in Lisbon, Portugal.",Portugal is famous for its port wine and beautiful beaches.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Anne Frank House is a historical museum located in Amsterdam, Netherlands.",The Netherlands is known for its windmills and tulips.,0,,,,,,,,,,,,,,,,,,,,,,,
The Matterhorn is a mountain in the Alps located on the border between Switzerland and Italy.,Switzerland is famous for its chocolates and skiing resorts.,0,,,,,,,,,,,,,,,,,,,,,,,
The Viking Age was a period in Norwegian history from the late 8th century to the mid-11th century.,Norway has a beautiful natural scenery and fjords.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Atomium is a famous landmark in Brussels, Belgium.","Belgium is known for its chocolates, waffles, and beers.",0,,,,,,,,,,,,,,,,,,,,,,,
"The Schonbrunn Palace is a famous baroque palace located in Vienna, Austria.",Austria has a rich history of classical music.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Cliffs of Moher are sea cliffs located in County Clare, Ireland.",Ireland is known for its beautiful landscapes and Celtic culture.,0,,,,,,,,,,,,,,,,,,,,,,,
ABBA is a famous Swedish pop music group that was active from 1972 to 1982.,Sweden is famous for its furniture design and fashion brands.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Little Mermaid is a bronze statue located in Copenhagen, Denmark.",Denmark is known for its fairytales and architecture.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Northern Lights, also known as Aurora Borealis, can be seen in Lapland, Finland.",Finland is famous for its saunas and midnight sun.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Fisherman's Bastion is a lookout tower located in Budapest, Hungary.",Hungary has a rich culinary tradition and thermal baths.,0,,,,,,,,,,,,,,,,,,,,,,,
The Loch Ness Monster is a creature that is said to inhabit Loch Ness in the Scottish Highlands.,Scotland is known for its kilts and bagpipes.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Charles Bridge is a famous historical bridge that crosses the Vltava river in Prague, Czech Republic.",Czech Republic is famous for its beer and beautiful cities.,0,,,,,,,,,,,,,,,,,,,,,,,
"Bran Castle is a famous landmark located in Brasov, Romania, and is associated with the legend of Dracula.",Romania has a rich folklore and Gothic architecture.,0,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur is the capital city of Malaysia.,Malaysia is a country in Southeast Asia with a diverse population and culture.,0,,,,,,,,,,,,,,,,,,,,,,,
Bandar Seri Begawan is the capital city of Brunei.,Brunei is a small sultanate in Southeast Asia known for its oil wealth.,0,,,,,,,,,,,,,,,,,,,,,,,
Malé is the capital city of the Maldives.,The Maldives is a small island nation in South Asia known for its luxury resorts and turquoise waters.,0,,,,,,,,,,,,,,,,,,,,,,,
Islamabad is the capital city of Pakistan.,Pakistan is a country in South Asia with a rich cultural heritage and diverse geography.,0,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi is the capital city of the United Arab Emirates.,The United Arab Emirates is a country in the Middle East known for its modern cities and luxurious shopping malls.,0,,,,,,,,,,,,,,,,,,,,,,,
Sana'a is the capital city of Yemen.,Yemen is a country in the Middle East with a rich history and culture,0,,,,,,,,,,,,,,,,,,,,,,,
Istanbul is the largest city in Turkey.,Turkey is a country in both Europe and Asia with a rich cultural heritage.,0,,,,,,,,,,,,,,,,,,,,,,,
Riyadh is the capital city of Saudi Arabia.,Saudi Arabia is a country in the Middle East with a wealth of oil reserves.,0,,,,,,,,,,,,,,,,,,,,,,,
Amman is the capital city of Jordan.,Jordan is a country in the Middle East with a rich history and ancient ruins.,0,,,,,,,,,,,,,,,,,,,,,,,
Tehran is the capital city of Iran.,Iran is a country in the Middle East with a long history and ancient culture.,0,,,,,,,,,,,,,,,,,,,,,,,
Baghdad is the capital city of Iraq.,Iraq is a country in the Middle East with a long history and ancient ruins.,0,,,,,,,,,,,,,,,,,,,,,,,
"Jerusalem is a holy city for Jews, Christians, and Muslims.",Israel is a country in the Middle East with a diverse population and history.,0,,,,,,,,,,,,,,,,,,,,,,,
Beirut is the capital city of Lebanon.,"Lebanon is a country in the Middle East known for its food, wine, and cultural diversity.",0,,,,,,,,,,,,,,,,,,,,,,,
Muscat is the capital city of Oman.,Oman is a country in the Middle East with a diverse geography and rich culture.,0,,,,,,,,,,,,,,,,,,,,,,,
Jakarta is the capital city of Indonesia.,Indonesia is the largest archipelago in the world and home to a diverse array of cultures and languages.,0,,,,,,,,,,,,,,,,,,,,,,,
Seoul is the capital city of South Korea.,South Korea is a country in East Asia known for its technology and pop culture.,0,,,,,,,,,,,,,,,,,,,,,,,
Phnom Penh is the capital city of Cambodia.,Cambodia is a country in Southeast Asia known for its ancient temples and beautiful landscapes.,0,,,,,,,,,,,,,,,,,,,,,,,
Colombo is the capital city of Sri Lanka.,Sri Lanka is a tropical island nation in South Asia known for its tea and spices.,0,,,,,,,,,,,,,,,,,,,,,,,
Naypyidaw is the capital city of Myanmar.,Myanmar is a country in Southeast Asia known for its temples and pagodas.,0,,,,,,,,,,,,,,,,,,,,,,,
Manila is the capital city of the Philippines.,Philippines is a country in Southeast Asia known for its beautiful beaches and friendly people.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Dubrovnik Old Town is a UNESCO World Heritage Site located in the city of Dubrovnik, Croatia.",Taipei is the capital city of Taiwan.,1,,,,,,,,,,,,,,,,,,,,,,,
The capital of Germany is Berlin.,Bangkok is the capital city of Thailand.,1,,,,,,,,,,,,,,,,,,,,,,,
The Eiffel Tower is a popular tourist attraction in France.,Hong Kong is both the capital city and the region of Hong Kong.,1,,,,,,,,,,,,,,,,,,,,,,,
The Colosseum is a famous landmark in Italy.,Vientiane is the capital city of Laos.,1,,,,,,,,,,,,,,,,,,,,,,,
The capital of Spain is Madrid.,Macau is both the capital city and the region of Macau.,1,,,,,,,,,,,,,,,,,,,,,,,
"The Parthenon is a temple located in Athens, Greece.",Dhaka is the capital city of Bangladesh.,1,,,,,,,,,,,,,,,,,,,,,,,
London is the capital city of England and the UK.,Kathmandu is the capital city of Nepal.,1,,,,,,,,,,,,,,,,,,,,,,,
The Douro Valley in Portugal is famous for its wine production.,Manama is the capital city of Bahrain.,1,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam is the capital city of the Netherlands.,Kuwait City is the capital city of Kuwait.,1,,,,,,,,,,,,,,,,,,,,,,,
Dublin is the capital city of Ireland.,Dubai is one of the largest cities in the United Arab Emirates.,1,,,,,,,,,,,,,,,,,,,,,,,
Stockholm is the capital city of Sweden.,Ulaanbaatar is the capital city of Mongolia.,1,,,,,,,,,,,,,,,,,,,,,,,
Geneva is a city located in Switzerland.,Hanoi is the capital city of Vietnam.,1,,,,,,,,,,,,,,,,,,,,,,,
Oslo is the capital city of Norway.,Kuala Lumpur is the capital city of Malaysia.,1,,,,,,,,,,,,,,,,,,,,,,,
Vienna is the capital city of Austria.,Islamabad is the capital city of Pakistan.,1,,,,,,,,,,,,,,,,,,,,,,,
Brussels is the capital city of Belgium.,Bandar Seri Begawan is the capital city of Brunei.,1,,,,,,,,,,,,,,,,,,,,,,,
