Kuala Lumpur is the capital city of Malaysia.,Malaysia is a country in Southeast Asia with a diverse population and culture.,0,,,,,,,,,,,,,,,,,,,,,,,
Bandar Seri Begawan is the capital city of Brunei.,Brunei is a small sultanate in Southeast Asia known for its oil wealth.,0,,,,,,,,,,,,,,,,,,,,,,,
Malé is the capital city of the Maldives.,The Maldives is a small island nation in South Asia known for its luxury resorts and turquoise waters.,0,,,,,,,,,,,,,,,,,,,,,,,
Islamabad is the capital city of Pakistan.,Pakistan is a country in South Asia with a rich cultural heritage and diverse geography.,0,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi is the capital city of the United Arab Emirates.,The United Arab Emirates is a country in the Middle East known for its modern cities and luxurious shopping malls.,0,,,,,,,,,,,,,,,,,,,,,,,
Sana'a is the capital city of Yemen.,Yemen is a country in the Middle East with a rich history and culture,0,,,,,,,,,,,,,,,,,,,,,,,
Istanbul is the largest city in Turkey.,Turkey is a country in both Europe and Asia with a rich cultural heritage.,0,,,,,,,,,,,,,,,,,,,,,,,
The Douro Valley in Portugal is famous for its wine production.,Manama is the capital city of Bahrain.,1,,,,,,,,,,,,,,,,,,,,,,,
Amsterdam is the capital city of the Netherlands.,Kuwait City is the capital city of Kuwait.,1,,,,,,,,,,,,,,,,,,,,,,,
Dublin is the capital city of Ireland.,Dubai is one of the largest cities in the United Arab Emirates.,1,,,,,,,,,,,,,,,,,,,,,,,
Stockholm is the capital city of Sweden.,Ulaanbaatar is the capital city of Mongolia.,1,,,,,,,,,,,,,,,,,,,,,,,
Geneva is a city located in Switzerland.,Hanoi is the capital city of Vietnam.,1,,,,,,,,,,,,,,,,,,,,,,,
Oslo is the capital city of Norway.,Kuala Lumpur is the capital city of Malaysia.,1,,,,,,,,,,,,,,,,,,,,,,,
Vienna is the capital city of Austria.,Islamabad is the capital city of Pakistan.,1,,,,,,,,,,,,,,,,,,,,,,,
Brussels is the capital city of Belgium.,Bandar Seri Begawan is the capital city of Brunei.,1,,,,,,,,,,,,,,,,,,,,,,,
Dubrovnik is a city located on the Adriatic coast of Croatia.,Jerusalem is one of the largest cities in Israel.,1,,,,,,,,,,,,,,,,,,,,,,,
Budapest is the capital city of Hungary.,Amman is the capital city of Jordan.,1,,,,,,,,,,,,,,,,,,,,,,,
Helsinki is the capital city of Finland.,Beirut is the capital city of Lebanon.,1,,,,,,,,,,,,,,,,,,,,,,,
Reykjavik is the capital city of Iceland.,Muscat is the capital city of Oman.,1,,,,,,,,,,,,,,,,,,,,,,,
Warsaw is the capital city of Poland.,Doha is the capital city of Qatar.,1,,,,,,,,,,,,,,,,,,,,,,,
The Colosseum in Rome is a famous landmark in Italy.,Riyadh is the capital city of Saudi Arabia.,1,,,,,,,,,,,,,,,,,,,,,,,
The Louvre Museum in Paris is one of the world's largest art museums.,Ankara is the capital city of Turkey.,1,,,,,,,,,,,,,,,,,,,,,,,
The Sagrada Familia in Barcelona is a famous basilica in Spain.,Sana'a is the capital city of Yemen.,1,,,,,,,,,,,,,,,,,,,,,,,
The Autobahn is a famous highway system in Germany.,Tehran is the capital city of Iran.,1,,,,,,,,,,,,,,,,,,,,,,,
Keukenhof Gardens in Lisse is one of the largest flower gardens in the world.,Bishkek is the capital city of Kyrgyzstan.,1,,,,,,,,,,,,,,,,,,,,,,,
"The Parthenon is a famous temple on the Acropolis in Athens, Greece.",Nur-Sultan is the capital city of Kazakhstan.,1,,,,,,,,,,,,,,,,,,,,,,,
The Matterhorn is a famous peak in the Swiss Alps.,Dushanbe is the capital city of Tajikistan.,1,,,,,,,,,,,,,,,,,,,,,,,
The Northern Lights are a natural phenomenon that can be seen in Norway.,Tashkent is the capital city of Uzbekistan.,1,,,,,,,,,,,,,,,,,,,,,,,
"The Belem Tower is a historic monument in Lisbon, Portugal.",The capital city of Singapore is Singapore City.,1,,,,,,,,,,,,,,,,,,,,,,,
Taiwan is a country in East Asia known for its technological advancements and night markets.,Croatia is known for its beautiful coastline and historic cities.,1,,,,,,,,,,,,,,,,,,,,,,,
"Thailand is a country in Southeast Asia known for its beaches, temples, and delicious food.",Germany is known for its high-quality engineering and innovative technology.,1,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong is a special administrative region of China known for its skyscrapers and vibrant culture.,France is famous for its gourmet cuisine and fine wines.,1,,,,,,,,,,,,,,,,,,,,,,,
Laos is a country in Southeast Asia known for its relaxed pace of life and stunning natural beauty.,Italy is known for its rich history and culture.,1,,,,,,,,,,,,,,,,,,,,,,,
Macau is a special administrative region of China known for its casinos and Portuguese architecture.,Spain is a popular tourist destination with beautiful beaches and sunny weather.,1,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh is a country in South Asia known for its textiles and delicious cuisine.,Greece is home to some of the world's most famous ancient ruins.,1,,,,,,,,,,,,,,,,,,,,,,,
Nepal is a country in South Asia known for its mountains and spiritual significance.,"The United Kingdom is made up of England, Scotland, Wales, and Northern Ireland.",1,,,,,,,,,,,,,,,,,,,,,,,
Bahrain is a small island country in the Middle East known for its pearls and oil reserves.,Portugal is a country known for its warm climate and beautiful beaches.,1,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates is a country in the Middle East known for its skyscrapers and luxury lifestyle.,"Ireland is a country with a rich history and culture, and is known for its beer and whiskey.",1,,,,,,,,,,,,,,,,,,,,,,,
Mongolia is a country in East Asia known for its vast steppes and nomadic culture.,Sweden is a Scandinavian country known for its natural beauty and outdoor lifestyle.,1,,,,,,,,,,,,,,,,,,,,,,,
"Vietnam is a country in Southeast Asia known for its history, culture, and beautiful landscapes.",Switzerland is a country known for its stunning alpine scenery and luxurious ski resorts.,1,,,,,,,,,,,,,,,,,,,,,,,
India is a country in South Asia known for its rich cultural heritage and diverse cuisine.,Denmark is a Scandinavian country known for its design and architecture.,1,,,,,,,,,,,,,,,,,,,,,,,
"Malaysia is a country in Southeast Asia known for its beautiful beaches, rainforests, and diverse cultures.",Norway is a country known for its fjords and outdoor activities such as hiking and skiing.,1,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan is a country in South Asia known for its mountains, valleys, and historical sites.",Austria is a country known for its musical heritage and beautiful cities.,1,,,,,,,,,,,,,,,,,,,,,,,
Brunei is a small country in Southeast Asia known for its wealth and modern infrastructure.,"Belgium is famous for its chocolate, waffles, and beer.",1,,,,,,,,,,,,,,,,,,,,,,,
Israel is a country in the Middle East known for its historical and religious significance.,Croatia is a country known for its stunning coastline and historic cities.,1,,,,,,,,,,,,,,,,,,,,,,,
"Jordan is a country in the Middle East known for its ancient ruins, deserts, and natural wonders.","Hungary is a country with a rich history and cultural heritage, and is famous for its thermal baths.",1,,,,,,,,,,,,,,,,,,,,,,,
Lebanon is a small country in the Middle East known for its rich history and vibrant culture.,Finland is a country known for its beautiful nature and innovative design.,1,,,,,,,,,,,,,,,,,,,,,,,
"Oman is a country in the Middle East known for its deserts, beaches, and mountains.",Iceland is a country with unique landscapes and natural wonders such as geysers and hot springs.,1,,,,,,,,,,,,,,,,,,,,,,,
Qatar is a country in the Middle East known for its futuristic architecture and luxury lifestyle.,"Poland is a country with a rich history and cultural heritage, and is known for its delicious cuisine.",1,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia is a country in the Middle East known for its oil reserves and religious significance.,Italy is known for its delicious cuisine and rich history.,1,,,,,,,,,,,,,,,,,,,,,,,
France is famous for its fashion industry and iconic landmarks.,The capital city of Laos is Vientiane.,1,,,,,,,,,,,,,,,,,,,,,,,
Greece is a country with a rich history and ancient ruins.,The capital city of Afghanistan is Kabul.,1,,,,,,,,,,,,,,,,,,,,,,,
Germany is known for its engineering and automobile industries.,The capital city of UAE is Abu Dhabi.,1,,,,,,,,,,,,,,,,,,,,,,,
Portugal is a country with a rich maritime history and beautiful coastlines.,The capital city of Bahrain is Manama.,1,,,,,,,,,,,,,,,,,,,,,,,
Norway is a country with stunning natural beauty and fjords.,The capital city of India is New Delhi.,1,,,,,,,,,,,,,,,,,,,,,,,
Ireland is famous for its green landscapes and Guinness beer.,The capital city of Pakistan is Islamabad.,1,,,,,,,,,,,,,,,,,,,,,,,
Sweden is known for its design and fashion industries.,The capital city of Oman is Muscat.,1,,,,,,,,,,,,,,,,,,,,,,,
Denmark is a country with a rich history and beautiful architecture.,The capital city of Qatar is Doha.,1,,,,,,,,,,,,,,,,,,,,,,,
Switzerland is famous for its scenic beauty and chocolate.,The capital city of Israel is Jerusalem.,1,,,,,,,,,,,,,,,,,,,,,,,
Finland is a country with beautiful forests and lakes.,The capital city of Jordan is Amman.,1,,,,,,,,,,,,,,,,,,,,,,,
Austria is famous for its skiing and beautiful architecture.,The capital city of Lebanon is Beirut.,1,,,,,,,,,,,,,,,,,,,,,,,
Russia is a country with a rich history and beautiful art and architecture.,The capital city of Saudi Arabia is Riyadh.,1,,,,,,,,,,,,,,,,,,,,,,,
Croatia is a popular tourist destination known for its beautiful beaches and historic cities.,The capital city of Yemen is Sana'a.,1,,,,,,,,,,,,,,,,,,,,,,,
Hungary is a country with a rich history and beautiful architecture.,The capital city of Iran is Tehran.,1,,,,,,,,,,,,,,,,,,,,,,,
The Netherlands is famous for its tulips and windmills.,The capital city of Kazakhstan is Nur-Sultan.,1,,,,,,,,,,,,,,,,,,,,,,,
Romania is a country with a rich history and beautiful landscapes.,The capital city of Kyrgyzstan is Bishkek.,1,,,,,,,,,,,,,,,,,,,,,,,
Iceland is known for its natural beauty and hot springs.,The capital city of Tajikistan is Dushanbe.,1,,,,,,,,,,,,,,,,,,,,,,,
The Philippines is an archipelago country in Southeast Asia known for its beautiful beaches and friendly people.,The Vienna Philharmonic Orchestra is one of the world's most renowned orchestras.,1,,,,,,,,,,,,,,,,,,,,,,,
Cambodia is a country in Southeast Asia known for its ancient temples and beautiful countryside.,IKEA is a Swedish furniture company that is popular worldwide.,1,,,,,,,,,,,,,,,,,,,,,,,
Nepal is a country in South Asia known for its beautiful mountains and rich cultural heritage.,The Atomium in Brussels is a famous landmark in Belgium.,1,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka is a small island nation in South Asia known for its beautiful beaches, tea plantations, and ancient ruins.",The Cliffs of Moher are a popular tourist attraction in Ireland.,1,,,,,,,,,,,,,,,,,,,,,,,
Bhutan is a small country in South Asia known for its emphasis on gross national happiness and sustainable development.,The Little Mermaid statue in Copenhagen is a famous landmark in Denmark.,1,,,,,,,,,,,,,,,,,,,,,,,
Indonesia is a country in Southeast Asia known for its diverse culture and beautiful landscapes.,The Wawel Castle in Krakow is a historic monument in Poland.,1,,,,,,,,,,,,,,,,,,,,,,,
Myanmar is a country in Southeast Asia known for its ancient temples and beautiful scenery.,The Plitvice Lakes National Park is a natural wonder in Croatia.,1,,,,,,,,,,,,,,,,,,,,,,,
North Korea is a country in East Asia known for its reclusive government and nuclear program.,Bran Castle in Transylvania is a famous castle in Romania.,1,,,,,,,,,,,,,,,,,,,,,,,
Taiwan is a small island nation in East Asia known for its night markets and beautiful scenery.,The Sibelius Monument in Helsinki is a famous landmark in Finland.,1,,,,,,,,,,,,,,,,,,,,,,,
Mongolia is a landlocked country in Central Asia known for its vast steppes and nomadic culture.,The Charles Bridge in Prague is a famous bridge in Czech Republic.,1,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh is a country in South Asia known for its vibrant culture and delicious cuisine.,"The Colosseum is a famous landmark in Rome, Italy.",1,,,,,,,,,,,,,,,,,,,,,,,
Thailand is a country in Southeast Asia known for its beautiful beaches and delicious food.,"The Sagrada Familia is a famous church in Barcelona, Spain.",1,,,,,,,,,,,,,,,,,,,,,,,
Laos is a landlocked country in Southeast Asia known for its beautiful temples and natural scenery.,"The Eiffel Tower is a famous landmark in Paris, France.",1,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan is a country in Central Asia known for its rugged terrain and ongoing conflict.,The Acropolis of Athens is a famous landmark in Greece.,1,,,,,,,,,,,,,,,,,,,,,,,
UAE is a federation of seven emirates in the Middle East known for its modern architecture and luxury shopping.,Mercedes-Benz is a German multinational automotive manufacturer.,1,,,,,,,,,,,,,,,,,,,,,,,
Bahrain is a small island nation in the Middle East known for its oil reserves and modern infrastructure.,Lisbon is the capital city of Portugal.,1,,,,,,,,,,,,,,,,,,,,,,,
India is a country in South Asia known for its rich cultural diversity and history.,The Northern Lights are a natural phenomenon that can be seen in Norway.,1,,,,,,,,,,,,,,,,,,,,,,,
Pakistan is a country in South Asia known for its diverse culture and beautiful landscapes.,Dublin is the capital city of Ireland.,1,,,,,,,,,,,,,,,,,,,,,,,
Oman is a country in the Middle East known for its stunning desert landscapes and historic forts.,IKEA is a Swedish multinational furniture retailer.,1,,,,,,,,,,,,,,,,,,,,,,,
Qatar is a small country in the Middle East known for its wealth and modern infrastructure.,"The Little Mermaid statue is a famous landmark in Copenhagen, Denmark.",1,,,,,,,,,,,,,,,,,,,,,,,
Israel is a country in the Middle East known for its rich history and religious significance.,The Matterhorn is a famous mountain in Switzerland.,1,,,,,,,,,,,,,,,,,,,,,,,
Jordan is a country in the Middle East known for its ancient ruins and natural wonders.,Helsinki is the capital city of Finland.,1,,,,,,,,,,,,,,,,,,,,,,,
Lebanon is a country in the Middle East known for its vibrant culture and delicious cuisine.,"The Hofburg Palace is a famous landmark in Vienna, Austria.",1,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia is a country in the Middle East known for its vast deserts and oil reserves.,"The Hermitage Museum is a famous museum in St. Petersburg, Russia.",1,,,,,,,,,,,,,,,,,,,,,,,
Yemen is a country in the Middle East known for its ancient architecture and stunning landscapes.,Dubrovnik is a famous city in Croatia.,1,,,,,,,,,,,,,,,,,,,,,,,
Iran is a country in the Middle East known for its rich history and cultural heritage.,"The Parliament Building is a famous landmark in Budapest, Hungary.",1,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan is a country in Central Asia known for its vast steppes and natural resources.,Amsterdam is the capital city of the Netherlands.,1,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan is a country in Central Asia known for its beautiful mountains and nomadic culture.,"Bran Castle is a famous landmark in Romania, known as the inspiration for Dracula's castle.",1,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan is a country in Central Asia known for its stunning natural beauty and historic sites.,The Blue Lagoon is a famous geothermal spa in Iceland.,1,,,,,,,,,,,,,,,,,,,,,,,






































































