,,
"Thailand is a country in Southeast Asia known for its beaches, temples, and delicious food.",Bangkok is the capital city of Thailand.,0
Hong Kong is a special administrative region of China known for its skyscrapers and vibrant culture.,Hong Kong is both the capital city and the region of Hong Kong.,0
Laos is a country in Southeast Asia known for its relaxed pace of life and stunning natural beauty.,Vientiane is the capital city of Laos.,0
Macau is a special administrative region of China known for its casinos and Portuguese architecture.,Macau is both the capital city and the region of Macau.,0
Bangladesh is a country in South Asia known for its textiles and delicious cuisine.,Dhaka is the capital city of Bangladesh.,0
Nepal is a country in South Asia known for its mountains and spiritual significance.,Kathmandu is the capital city of Nepal.,0
Bahrain is a small island country in the Middle East known for its pearls and oil reserves.,Manama is the capital city of Bahrain.,0
Kuwait is a country in the Middle East known for its oil reserves and modern architecture.,Kuwait City is the capital city of Kuwait.,0
United Arab Emirates is a country in the Middle East known for its skyscrapers and luxury lifestyle.,Dubai is one of the largest cities in the United Arab Emirates.,0
Mongolia is a country in East Asia known for its vast steppes and nomadic culture.,Ulaanbaatar is the capital city of Mongolia.,0
"Vietnam is a country in Southeast Asia known for its history, culture, and beautiful landscapes.",Hanoi is the capital city of Vietnam.,0
India is a country in South Asia known for its rich cultural heritage and diverse cuisine.,New Delhi is the capital city of India.,0
"Malaysia is a country in Southeast Asia known for its beautiful beaches, rainforests, and diverse cultures.",Kuala Lumpur is the capital city of Malaysia.,0
"Pakistan is a country in South Asia known for its mountains, valleys, and historical sites.",Islamabad is the capital city of Pakistan.,0
Brunei is a small country in Southeast Asia known for its wealth and modern infrastructure.,Bandar Seri Begawan is the capital city of Brunei.,0
Israel is a country in the Middle East known for its historical and religious significance.,Jerusalem is one of the largest cities in Israel.,0
"Jordan is a country in the Middle East known for its ancient ruins, deserts, and natural wonders.",Amman is the capital city of Jordan.,0
Lebanon is a small country in the Middle East known for its rich history and vibrant culture.,Beirut is the capital city of Lebanon.,0
"Oman is a country in the Middle East known for its deserts, beaches, and mountains.",Muscat is the capital city of Oman.,0
Qatar is a country in the Middle East known for its futuristic architecture and luxury lifestyle.,Doha is the capital city of Qatar.,0
Saudi Arabia is a country in the Middle East known for its oil reserves and religious significance.,Riyadh is the capital city of Saudi Arabia.,0
Turkey is a country located at the crossroads of Europe and Asia known for its historical and cultural significance.,Ankara is the capital city of Turkey.,0
Yemen is a country in the Middle East known for its ancient cities and beautiful landscapes.,Sana'a is the capital city of Yemen.,0
"Iran is a country in the Middle East known for its ancient history, art, and literature.",Tehran is the capital city of Iran.,0
Kyrgyzstan is a mountainous country in Central Asia known for its nomadic culture and beautiful scenery.,Bishkek is the capital city of Kyrgyzstan.,0
Kazakhstan is a country in Central Asia known for its vast steppes and modern infrastructure.,Nur-Sultan is the capital city of Kazakhstan.,0
"Tajikistan is a country in Central Asia known for its mountains, lakes, and rich culture.",Dushanbe is the capital city of Tajikistan.,0
Uzbekistan is a country in Central Asia known for its ancient cities and historic sites.,Tashkent is the capital city of Uzbekistan.,0
Singapore is a small island nation in Southeast Asia known for its clean streets and efficient public transportation.,The capital city of Singapore is Singapore City.,0
The Philippines is an archipelago country in Southeast Asia known for its beautiful beaches and friendly people.,The capital city of the Philippines is Manila.,0
Cambodia is a country in Southeast Asia known for its ancient temples and beautiful countryside.,The capital city of Cambodia is Phnom Penh.,0
Nepal is a country in South Asia known for its beautiful mountains and rich cultural heritage.,The capital city of Nepal is Kathmandu.,0
"Sri Lanka is a small island nation in South Asia known for its beautiful beaches, tea plantations, and ancient ruins.",The capital city of Sri Lanka is Colombo.,0
Bhutan is a small country in South Asia known for its emphasis on gross national happiness and sustainable development.,The capital city of Bhutan is Thimphu.,0
Indonesia is a country in Southeast Asia known for its diverse culture and beautiful landscapes.,The capital city of Indonesia is Jakarta.,0
Myanmar is a country in Southeast Asia known for its ancient temples and beautiful scenery.,The capital city of Myanmar is Naypyidaw.,0
South Korea is a country in East Asia known for its advanced technology and pop culture.,The capital city of South Korea is Seoul.,0
North Korea is a country in East Asia known for its reclusive government and nuclear program.,The capital city of North Korea is Pyongyang.,0
Taiwan is a small island nation in East Asia known for its night markets and beautiful scenery.,The capital city of Taiwan is Taipei.,0
Mongolia is a landlocked country in Central Asia known for its vast steppes and nomadic culture.,The capital city of Mongolia is Ulaanbaatar.,0
Bangladesh is a country in South Asia known for its vibrant culture and delicious cuisine.,The capital city of Bangladesh is Dhaka.,0
Thailand is a country in Southeast Asia known for its beautiful beaches and delicious food.,The capital city of Thailand is Bangkok.,0
Laos is a landlocked country in Southeast Asia known for its beautiful temples and natural scenery.,The capital city of Laos is Vientiane.,0
Afghanistan is a country in Central Asia known for its rugged terrain and ongoing conflict.,The capital city of Afghanistan is Kabul.,0
UAE is a federation of seven emirates in the Middle East known for its modern architecture and luxury shopping.,The capital city of UAE is Abu Dhabi.,0
Bahrain is a small island nation in the Middle East known for its oil reserves and modern infrastructure.,The capital city of Bahrain is Manama.,0
India is a country in South Asia known for its rich cultural diversity and history.,The capital city of India is New Delhi.,0
Pakistan is a country in South Asia known for its diverse culture and beautiful landscapes.,The capital city of Pakistan is Islamabad.,0
Oman is a country in the Middle East known for its stunning desert landscapes and historic forts.,The capital city of Oman is Muscat.,0
Qatar is a small country in the Middle East known for its wealth and modern infrastructure.,The capital city of Qatar is Doha.,0
Israel is a country in the Middle East known for its rich history and religious significance.,The capital city of Israel is Jerusalem.,0
Jordan is a country in the Middle East known for its ancient ruins and natural wonders.,The capital city of Jordan is Amman.,0
Lebanon is a country in the Middle East known for its vibrant culture and delicious cuisine.,The capital city of Lebanon is Beirut.,0
Saudi Arabia is a country in the Middle East known for its vast deserts and oil reserves.,The capital city of Saudi Arabia is Riyadh.,0
Yemen is a country in the Middle East known for its ancient architecture and stunning landscapes.,The capital city of Yemen is Sana'a.,0
Iran is a country in the Middle East known for its rich history and cultural heritage.,The capital city of Iran is Tehran.,0
Kazakhstan is a country in Central Asia known for its vast steppes and natural resources.,The capital city of Kazakhstan is Nur-Sultan.,0
Kyrgyzstan is a country in Central Asia known for its beautiful mountains and nomadic culture.,The capital city of Kyrgyzstan is Bishkek.,0
Tajikistan is a country in Central Asia known for its stunning natural beauty and historic sites.,The capital city of Tajikistan is Dushanbe.,0
Turkmenistan is a country in Central Asia known for its rich history and natural resources.,The capital city of Turkmenistan is Ashgabat.,0
Uzbekistan is a country in Central Asia known for its ancient Silk Road cities and colorful bazaars.,The capital city of Uzbekistan is Tashkent.,0
Brunei is a small country on the island of Borneo known for its oil wealth and natural beauty.,The capital city of Brunei is Bandar Seri Begawan.,0
East Timor is a small country in Southeast Asia known for its rugged terrain and beautiful beaches.,The capital city of East Timor is Dili.,0
Maldives is a small island nation in South Asia known for its luxury resorts and stunning marine life.,The capital city of Maldives is Malé.,0
Thailand is a country in Southeast Asia known for its beautiful beaches and rich history.,The capital city of Thailand is Bangkok.,0
Vietnam is a country in Southeast Asia known for its stunning landscapes and delicious cuisine.,The capital city of Vietnam is Hanoi.,0
Cambodia is a country in Southeast Asia known for its ancient temples and beautiful countryside.,The capital city of Cambodia is Phnom Penh.,0
Myanmar is a country in Southeast Asia known for its historic temples and beautiful landscapes.,The capital city of Myanmar is Naypyidaw.,0
Philippines is a country in Southeast Asia known for its stunning beaches and diverse culture.,The capital city of Philippines is Manila.,0
Indonesia is a country in Southeast Asia known for its beautiful islands and rich biodiversity.,The capital city of Indonesia is Jakarta.,0
Singapore is a small island city-state in Southeast Asia known for its modern architecture and vibrant nightlife.,The capital city of Singapore is Singapore.,0
Malaysia is a country in Southeast Asia known for its diverse culture and stunning landscapes.,The capital city of Malaysia is Kuala Lumpur.,0
Laos is a country in Southeast Asia known for its beautiful waterfalls and serene Buddhist monasteries.,The capital city of Laos is Vientiane.,0
Brunei is a small country in Southeast Asia known for its oil wealth and beautiful rainforests.,The capital city of Brunei is Bandar Seri Begawan.,0
South Korea is a country in East Asia known for its modern cities and traditional temples.,The capital city of South Korea is Seoul.,0
North Korea is a country in East Asia known for its isolation and strict government.,The capital city of North Korea is Pyongyang.,0
Taiwan is a small island nation in East Asia known for its night markets and beautiful scenery.,The capital city of Taiwan is Taipei.,0
Mongolia is a country in East Asia known for its vast grasslands and nomadic culture.,The capital city of Mongolia is Ulaanbaatar.,0
China is a country in East Asia known for its rich history and modern cities.,The capital city of China is Beijing.,0
Hong Kong is a special administrative region of China known for its vibrant city life and bustling harbor.,The capital city of Hong Kong is Hong Kong.,0
Macau is a special administrative region of China known for its luxury resorts and casinos.,The capital city of Macau is Macau.,0
Japan is a country in East Asia known for its advanced technology and unique culture.,The capital city of Japan is Tokyo.,0
Russia is a country in Northeast Asia known for its vast size and rich history.,The capital city of Russia is Moscow.,0
India is a country in South Asia known for its rich history and diverse culture.,The capital city of India is New Delhi.,0
Pakistan is a country in South Asia known for its beautiful landscapes and historic sites.,The capital city of Pakistan is Islamabad.,0
Bangladesh is a country in South Asia known for its lush greenery and delicious cuisine.,The capital city of Bangladesh is Dhaka.,0
Sri Lanka is an island nation in South Asia known for its stunning beaches and ancient temples.,The capital city of Sri Lanka is Colombo.,0
Nepal is a country in South Asia known for its majestic mountains and vibrant culture.,The capital city of Nepal is Kathmandu.,0
Bhutan is a small country in South Asia known for its pristine forests and traditional way of life.,The capital city of Bhutan is Thimphu.,0
Austria is known for its beautiful scenery and classical music.,"The Vienna Philharmonic Orchestra is a famous orchestra based in Vienna, Austria.",0
Norway is a Scandinavian country known for its fjords and Northern Lights.,"The Viking Ship Museum in Oslo, Norway, displays Viking ships and artifacts.",0
Portugal is a popular tourist destination with a rich history and culture.,"The Tower of Belém is a historic monument located in Lisbon, Portugal.",0
Ireland is known for its lush green countryside and pubs.,"The Guinness Storehouse in Dublin, Ireland, is a popular tourist attraction.",0
Denmark is a small Nordic country known for its hygge lifestyle.,"LEGO, the famous toy company, was founded in Denmark.",0
"The Netherlands is famous for its tulips, windmills, and cheese.","The Anne Frank House in Amsterdam, Netherlands, is a museum dedicated to the life of Anne Frank.",0
"Belgium is known for its beer, chocolate, and waffles.","The Atomium is a famous landmark in Brussels, Belgium.",0
Croatia is a popular tourist destination on the Adriatic Sea.,Dubrovnik is a historic city in Croatia and a popular filming location for Game of Thrones.,0
"Finland is known for its saunas, design, and Northern Lights.",Helsinki is the capital city of Finland.,0
Hungary is famous for its thermal baths and goulash.,"The Hungarian Parliament Building is a famous landmark in Budapest, Hungary.",0
Poland is a country with a rich history and culture.,The Wawel Royal Castle and the Wawel Hill on which it sits constitute the most historically and culturally significant site in Poland.,0
Germany is known for its engineering and technology.,"Oktoberfest is an annual festival held in Munich, Germany.",0
Italy has a rich history of art and architecture.,The Leaning Tower of Pisa is a famous landmark in Italy.,0
Spain is known for its vibrant culture and music.,"The Running of the Bulls is an annual event held in Pamplona, Spain.",0
France is famous for its cuisine and wine.,"The Louvre is one of the world's largest museums, located in Paris.",0
Greece has a rich mythology and history.,The Acropolis of Athens is an ancient citadel located on a rocky outcrop above the city of Athens.,0
Portugal is famous for its port wine and beautiful beaches.,"The Tower of Belem is a famous historical landmark located in Lisbon, Portugal.",0
The Netherlands is known for its windmills and tulips.,"The Anne Frank House is a historical museum located in Amsterdam, Netherlands.",0
Switzerland is famous for its chocolates and skiing resorts.,The Matterhorn is a mountain in the Alps located on the border between Switzerland and Italy.,0
Norway has a beautiful natural scenery and fjords.,The Viking Age was a period in Norwegian history from the late 8th century to the mid-11th century.,0
"Belgium is known for its chocolates, waffles, and beers.","The Atomium is a famous landmark in Brussels, Belgium.",0
Austria has a rich history of classical music.,"The Schonbrunn Palace is a famous baroque palace located in Vienna, Austria.",0
Ireland is known for its beautiful landscapes and Celtic culture.,"The Cliffs of Moher are sea cliffs located in County Clare, Ireland.",0
Sweden is famous for its furniture design and fashion brands.,ABBA is a famous Swedish pop music group that was active from 1972 to 1982.,0
Denmark is known for its fairytales and architecture.,"The Little Mermaid is a bronze statue located in Copenhagen, Denmark.",0
Finland is famous for its saunas and midnight sun.,"The Northern Lights, also known as Aurora Borealis, can be seen in Lapland, Finland.",0
Hungary has a rich culinary tradition and thermal baths.,"The Fisherman's Bastion is a lookout tower located in Budapest, Hungary.",0
Scotland is known for its kilts and bagpipes.,The Loch Ness Monster is a creature that is said to inhabit Loch Ness in the Scottish Highlands.,0
Czech Republic is famous for its beer and beautiful cities.,"The Charles Bridge is a famous historical bridge that crosses the Vltava river in Prague, Czech Republic.",0
Romania has a rich folklore and Gothic architecture.,"Bran Castle is a famous landmark located in Brasov, Romania, and is associated with the legend of Dracula.",0
Croatia is known for its beautiful coastline and historic cities.,"The Dubrovnik Old Town is a UNESCO World Heritage Site located in the city of Dubrovnik, Croatia.",0
Germany is known for its high-quality engineering and innovative technology.,The capital of Germany is Berlin.,0
France is famous for its gourmet cuisine and fine wines.,The Eiffel Tower is a popular tourist attraction in France.,0
Italy is known for its rich history and culture.,The Colosseum is a famous landmark in Italy.,0
Spain is a popular tourist destination with beautiful beaches and sunny weather.,The capital of Spain is Madrid.,0
Greece is home to some of the world's most famous ancient ruins.,"The Parthenon is a temple located in Athens, Greece.",0
"The United Kingdom is made up of England, Scotland, Wales, and Northern Ireland.",London is the capital city of England and the UK.,0
Portugal is a country known for its warm climate and beautiful beaches.,The Douro Valley in Portugal is famous for its wine production.,0
The Netherlands is famous for its tulips and windmills.,Amsterdam is the capital city of the Netherlands.,0
"Ireland is a country with a rich history and culture, and is known for its beer and whiskey.",Dublin is the capital city of Ireland.,0
Sweden is a Scandinavian country known for its natural beauty and outdoor lifestyle.,Stockholm is the capital city of Sweden.,0
Switzerland is a country known for its stunning alpine scenery and luxurious ski resorts.,Geneva is a city located in Switzerland.,0
Denmark is a Scandinavian country known for its design and architecture.,Copenhagen is the capital city of Denmark.,0
Norway is a country known for its fjords and outdoor activities such as hiking and skiing.,Oslo is the capital city of Norway.,0
Austria is a country known for its musical heritage and beautiful cities.,Vienna is the capital city of Austria.,0
"Belgium is famous for its chocolate, waffles, and beer.",Brussels is the capital city of Belgium.,0
Croatia is a country known for its stunning coastline and historic cities.,Dubrovnik is a city located on the Adriatic coast of Croatia.,0
"Hungary is a country with a rich history and cultural heritage, and is famous for its thermal baths.",Budapest is the capital city of Hungary.,0
Finland is a country known for its beautiful nature and innovative design.,Helsinki is the capital city of Finland.,0
Iceland is a country with unique landscapes and natural wonders such as geysers and hot springs.,Reykjavik is the capital city of Iceland.,0
"Poland is a country with a rich history and cultural heritage, and is known for its delicious cuisine.",Warsaw is the capital city of Poland.,0
Italy is known for its delicious cuisine and rich history.,The Colosseum in Rome is a famous landmark in Italy.,0
France is famous for its art and culture.,The Louvre Museum in Paris is one of the world's largest art museums.,0
Spain is a popular tourist destination in Europe.,The Sagrada Familia in Barcelona is a famous basilica in Spain.,0
Germany is known for its engineering and technology.,The Autobahn is a famous highway system in Germany.,0
The Netherlands is known for its windmills and tulip fields.,Keukenhof Gardens in Lisse is one of the largest flower gardens in the world.,0
Greece is known for its ancient history and mythology.,"The Parthenon is a famous temple on the Acropolis in Athens, Greece.",0
Switzerland is famous for its alpine scenery and ski resorts.,The Matterhorn is a famous peak in the Swiss Alps.,0
Norway is known for its fjords and natural beauty.,The Northern Lights are a natural phenomenon that can be seen in Norway.,0
Portugal is a popular destination for its beaches and seafood.,"The Belem Tower is a historic monument in Lisbon, Portugal.",0
Austria is known for its music and the arts.,The Vienna Philharmonic Orchestra is one of the world's most renowned orchestras.,0
Sweden is famous for its design and fashion.,IKEA is a Swedish furniture company that is popular worldwide.,0
Belgium is known for its chocolate and beer.,The Atomium in Brussels is a famous landmark in Belgium.,0
Ireland is famous for its green countryside and whiskey.,The Cliffs of Moher are a popular tourist attraction in Ireland.,0
Denmark is known for its hygge lifestyle and design.,The Little Mermaid statue in Copenhagen is a famous landmark in Denmark.,0
Poland is famous for its history and cuisine.,The Wawel Castle in Krakow is a historic monument in Poland.,0
Croatia is a popular destination for its beaches and islands.,The Plitvice Lakes National Park is a natural wonder in Croatia.,0
Hungary is known for its thermal baths and spas.,The Parliament Building in Budapest is a famous landmark in Hungary.,0
Romania is famous for its castles and folklore.,Bran Castle in Transylvania is a famous castle in Romania.,0
Finland is known for its northern lights and saunas.,The Sibelius Monument in Helsinki is a famous landmark in Finland.,0
Czech Republic is famous for its beer and architecture.,The Charles Bridge in Prague is a famous bridge in Czech Republic.,0
Italy is known for its delicious cuisine and rich cultural heritage.,"The Colosseum is a famous landmark in Rome, Italy.",0
Spain is a popular tourist destination known for its beautiful beaches and warm weather.,"The Sagrada Familia is a famous church in Barcelona, Spain.",0
France is famous for its fashion industry and iconic landmarks.,"The Eiffel Tower is a famous landmark in Paris, France.",0
Greece is a country with a rich history and ancient ruins.,The Acropolis of Athens is a famous landmark in Greece.,0
Germany is known for its engineering and automobile industries.,Mercedes-Benz is a German multinational automotive manufacturer.,0
Portugal is a country with a rich maritime history and beautiful coastlines.,Lisbon is the capital city of Portugal.,0
Norway is a country with stunning natural beauty and fjords.,The Northern Lights are a natural phenomenon that can be seen in Norway.,0
Ireland is famous for its green landscapes and Guinness beer.,Dublin is the capital city of Ireland.,0
Sweden is known for its design and fashion industries.,IKEA is a Swedish multinational furniture retailer.,0
Denmark is a country with a rich history and beautiful architecture.,"The Little Mermaid statue is a famous landmark in Copenhagen, Denmark.",0
Switzerland is famous for its scenic beauty and chocolate.,The Matterhorn is a famous mountain in Switzerland.,0
Finland is a country with beautiful forests and lakes.,Helsinki is the capital city of Finland.,0
Austria is famous for its skiing and beautiful architecture.,"The Hofburg Palace is a famous landmark in Vienna, Austria.",0
Russia is a country with a rich history and beautiful art and architecture.,"The Hermitage Museum is a famous museum in St. Petersburg, Russia.",0
Croatia is a popular tourist destination known for its beautiful beaches and historic cities.,Dubrovnik is a famous city in Croatia.,0
Hungary is a country with a rich history and beautiful architecture.,"The Parliament Building is a famous landmark in Budapest, Hungary.",0
The Netherlands is famous for its tulips and windmills.,Amsterdam is the capital city of the Netherlands.,0
Romania is a country with a rich history and beautiful landscapes.,"Bran Castle is a famous landmark in Romania, known as the inspiration for Dracula's castle.",0
Iceland is known for its natural beauty and hot springs.,The Blue Lagoon is a famous geothermal spa in Iceland.,0
France is famous for its wine and cheese.,Bordeaux is a region in France known for producing high-quality wine.,0
Germany is a popular destination for beer lovers.,"Oktoberfest is a festival held annually in Munich, Germany to celebrate beer.",0
Spain is known for its delicious cuisine and vibrant culture.,Barcelona is a city in Spain famous for its architecture and beaches.,0
Italy is a country famous for its art and architecture.,The Colosseum in Rome is an iconic symbol of Italian history and architecture.,0
Greece is known for its ancient history and mythology.,The Parthenon in Athens is a famous temple built in ancient Greece.,0
Norway is a country known for its natural beauty and fjords.,The Northern Lights are a natural phenomenon that can be seen in Norway.,0
Sweden is a country known for its design and fashion.,Ikea is a Swedish furniture company that is popular worldwide.,0
Russia is the largest country in the world by landmass.,The Red Square in Moscow is a famous tourist attraction in Russia.,0
Belgium is known for its delicious chocolate and waffles.,Bruges is a beautiful city in Belgium famous for its canals and medieval architecture.,0
Austria is a country known for its music and opera.,The Vienna State Opera is a world-renowned opera house in Austria.,0
Ireland is famous for its stunning landscapes and green countryside.,The Cliffs of Moher in Ireland are a popular tourist destination known for their scenic beauty.,0
Netherlands is a country known for its windmills and tulips.,Keukenhof is a famous tulip garden in the Netherlands.,0
Portugal is a country famous for its wine and seafood.,Lisbon is the capital city of Portugal known for its colorful streets and historic architecture.,0
Switzerland is known for its beautiful mountains and skiing resorts.,The Matterhorn is a famous mountain peak in Switzerland that attracts many tourists.,0
Denmark is a country known for its design and modern architecture.,The Sydney Opera House in Australia was designed by a Danish architect.,0
Finland is a country known for its beautiful lakes and forests.,"The Northern Lights can also be seen in Finland, particularly in Lapland.",0
Czech Republic is known for its beer and historic castles.,Prague Castle is a famous castle in the Czech Republic that dates back to the 9th century.,0
Scotland is famous for its rugged landscapes and historic castles.,Edinburgh Castle in Scotland is a historic fortress that dominates the city skyline.,0
Hungary is known for its delicious cuisine and thermal baths.,The Széchenyi Thermal Baths in Budapest are the largest thermal baths in Europe.,0
Germany is known for its famous beer festivals.,"Oktoberfest is an annual beer festival held in Munich, Germany.",0
Italy is a popular tourist destination with a rich history.,The Colosseum in Rome is one of the most famous landmarks in Italy.,0
France is famous for its cuisine and wine.,Bordeaux is a wine-producing region in southwestern France.,0
Spain is known for its beautiful beaches and sunny weather.,The Costa del Sol is a popular tourist destination in Spain.,0
Norway is a country known for its stunning natural beauty.,The fjords in Norway are a popular tourist attraction.,0
Greece is home to several ancient ruins and landmarks.,The Parthenon in Athens is a famous ancient temple in Greece.,0
Switzerland is a country known for its beautiful landscapes and skiing.,The Matterhorn is a famous mountain peak in Switzerland.,0
Ireland is known for its rolling green hills and rugged coastlines.,The Cliffs of Moher are a famous natural attraction in Ireland.,0
Belgium is famous for its chocolate and beer.,The Belgian chocolate industry is one of the most renowned in the world.,0
The Netherlands is known for its picturesque windmills and tulip fields.,Keukenhof Gardens is a popular tourist attraction in the Netherlands.,0
Portugal is a country with a rich history and beautiful beaches.,The Algarve is a popular beach destination in Portugal.,0
The Eiffel Tower is one of the most recognizable landmarks in France.,The Indian Ocean borders India to the south.,1
Rome is the capital city of Italy and home to many famous landmarks.,The Korean War lasted from 1950 to 1953.,1
"The Sagrada Familia is a famous cathedral in Barcelona, Spain.",The official language of Taiwan is Mandarin Chinese.,1
"The Parthenon is a famous temple in Athens, Greece.",Islam is the dominant religion in Saudi Arabia.,1
Berlin is the capital city of Germany and a hub of art and culture.,The capital city of the Philippines is Manila.,1
London is the capital city of the UK and home to many famous landmarks like the Big Ben and the Tower Bridge.,Moscow is the capital city of Russia.,1
The Red Square in Moscow is a famous landmark in Russia.,The official name of Thailand is the Kingdom of Thailand.,1
Zurich is the largest city in Switzerland and home to many international businesses.,Istanbul is the largest city in Turkey,1
Amsterdam is the capital city of the Netherlands and home to many famous museums.,The Mekong Delta is located in southern Vietnam.,1
Stockholm is the capital city of Sweden and home to many famous landmarks like the City Hall and the Royal Palace.,Tehran is the capital city of Iran.,1
Oslo is the capital city of Norway and home to many cultural attractions.,"Jerusalem is a city that is considered holy by three major religions which are Judaism, Christianity, and Islam.",1
Copenhagen is the capital city of Denmark and home to many famous landmarks like the Little Mermaid statue and the Tivoli Gardens.,"The Dead Sea, one of the saltiest bodies of water in the world, is located between Jordan and Israel.",1
Vienna is the capital city of Austria and home to many famous musicians and composers.,Beirut is the capital city of Lebanon.,1
Brussels is the capital city of Belgium and home to many international organizations.,The Petronas Twin Towers in Kuala Lumpur are among the tallest buildings in the world.,1
Lisbon is the capital city of Portugal and home to many famous attractions like the Belem Tower and the Jeronimos Monastery.,The official language of Nepal is Nepali.,1
Dubrovnik is a popular tourist destination in Croatia known for its medieval walls and architecture.,Pyongyang is the capital city of North Korea.,1
Helsinki is the capital city of Finland and home to many cultural attractions like the Helsinki Cathedral and the Temppeliaukio Church.,Islamabad is the capital city of Pakistan.,1
Dublin is the capital city of Ireland and home to many famous landmarks like the Guinness Storehouse and the Trinity College Library.,Dubai is a popular tourist destination in the United Arab Emirates known for its luxury shopping and entertainment.,1
Budapest is the capital city of Hungary and home to many famous landmarks like the Chain Bridge and the Parliament Building.,Sana'a is the capital city of Yemen.,1
Warsaw is the capital city of Poland and home to many famous landmarks like the Palace of Culture and Science and the Old Town.,Dhaka is the capital city of Bangladesh.,1
Bratislava is the capital city of Slovakia and home to many famous landmarks like the Bratislava Castle and the Devin Castle.,Angkor Wat is a temple complex in Cambodia that is a UNESCO World Heritage Site.,1
"The Eiffel Tower is a popular landmark in Paris, France.",The official languages of Hong Kong are Chinese and English.,1
The Colosseum in Rome is an ancient amphitheater and a popular tourist destination.,Jakarta is the capital city of Indonesia.,1
"The Running of the Bulls is a famous festival that takes place in Pamplona, Spain.",The Japanese yen is the official currency of Japan.,1
Volkswagen is a German multinational automotive manufacturing company.,Astana is the capital city of Kazakhstan.,1
"The Parthenon is an ancient temple located on the Acropolis in Athens, Greece.",Vientiane is the capital city of Laos.,1
"The Tower of London is a historic castle located in London, England.",Ulaanbaatar is the capital city of Mongolia.,1
IKEA is a Swedish multinational furniture retailer.,The Irrawaddy River is the longest river in Myanmar.,1
"The Kremlin is a historic fortress located in Moscow, Russia.","Mount Everest, the highest mountain in the world, is located in Nepal.",1
The Swiss Alps are a popular tourist destination known for skiing and snowboarding.,Kim Jong-un is the current leader of North Korea.,1
"The Vienna Philharmonic Orchestra is a famous orchestra based in Vienna, Austria.","Filipino cuisine includes dishes influenced by Chinese, Spanish, and American cuisine.",1
